model,total_samples,measured_toc_mean,measured_toc_median,measured_toc_std,predicted_toc_mean,predicted_toc_median,predicted_toc_std,mean_error,rmse,n_predicted_toc_above_1,perc_predicted_toc_above_1
predicted_COT_model_4_FFNN,137,0.196,0.155,0.126,1.135,0.934,0.657,0.94,1.151,62,45.255
predicted_COT_model_4_XGB,137,0.196,0.155,0.126,0.938,0.906,0.237,0.743,0.784,50,36.496
predicted_COT_model_4_FFNN,137,0.196,0.155,0.126,1.135,0.934,0.657,0.94,1.151,62,45.255
predicted_COT_model_4_XGB,137,0.196,0.155,0.126,0.938,0.906,0.237,0.743,0.784,50,36.496
predicted_COT_model_4_FFNN,137,0.196,0.155,0.126,1.135,0.934,0.657,0.94,1.151,62,45.255
predicted_COT_model_4_XGB,137,0.196,0.155,0.126,0.938,0.906,0.237,0.743,0.784,50,36.496
