model,total_samples,measured_toc_mean,measured_toc_median,measured_toc_std,predicted_toc_mean,predicted_toc_median,predicted_toc_std,mean_error,rmse,n_predicted_toc_above_1,perc_predicted_toc_above_1
predicted_COT_model_10_FFNN,3,0.148,0.145,0.05,0.845,1.021,0.329,0.696,0.735,2,66.667
predicted_COT_model_10_XGB,3,0.148,0.145,0.05,0.69,0.84,0.306,0.541,0.584,0,0.0
predicted_COT_model_10_FFNN,3,0.148,0.145,0.05,0.845,1.021,0.329,0.696,0.735,2,66.667
predicted_COT_model_10_XGB,3,0.148,0.145,0.05,0.69,0.84,0.306,0.541,0.584,0,0.0
