,model,total_samples,measured_toc_mean,measured_toc_median,measured_toc_std,predicted_toc_mean,predicted_toc_median,predicted_toc_std,mean_error,rmse,n_predicted_toc_above_1,perc_predicted_toc_above_1,Modelo,Poço
0,predicted_COT_model_9_XGB,205,0.226,0.157,0.2,1.761,1.309,1.054,1.536,1.869,159,77.561,model_9,dataset_F
1,predicted_COT_model_9_FFNN,205,0.226,0.157,0.2,1.627,1.48,1.046,1.402,1.748,142,69.268,model_9,dataset_F
2,predicted_COT_model_9_XGB,205,0.226,0.157,0.2,1.761,1.309,1.054,1.536,1.869,159,77.561,model_9,dataset_F
3,predicted_COT_model_9_FFNN,205,0.226,0.157,0.2,1.627,1.48,1.046,1.402,1.748,142,69.268,model_9,dataset_F
