,model,total_samples,measured_toc_mean,measured_toc_median,measured_toc_std,predicted_toc_mean,predicted_toc_median,predicted_toc_std,mean_error,rmse,n_predicted_toc_above_1,perc_predicted_toc_above_1,Modelo,Poço
0,predicted_COT_model_7_XGB,137,0.196,0.155,0.126,0.653,0.567,0.313,0.457,0.561,8,5.839,model_7,dataset_D
1,predicted_COT_model_7_FFNN,137,0.196,0.155,0.126,0.741,0.683,0.203,0.545,0.588,16,11.679,model_7,dataset_D
2,predicted_COT_model_7_XGB,137,0.196,0.155,0.126,0.653,0.567,0.313,0.457,0.561,8,5.839,model_7,dataset_D
3,predicted_COT_model_7_FFNN,137,0.196,0.155,0.126,0.741,0.683,0.203,0.545,0.588,16,11.679,model_7,dataset_D
4,predicted_COT_model_7_XGB,137,0.196,0.155,0.126,0.653,0.567,0.313,0.457,0.561,8,5.839,model_7,dataset_D
5,predicted_COT_model_7_FFNN,137,0.196,0.155,0.126,0.741,0.683,0.203,0.545,0.588,16,11.679,model_7,dataset_D
