,model,total_samples,measured_toc_mean,measured_toc_median,measured_toc_std,predicted_toc_mean,predicted_toc_median,predicted_toc_std,mean_error,rmse,n_predicted_toc_above_1,perc_predicted_toc_above_1,Modelo,Poço
0,predicted_COT_model_10_FFNN,143,0.629,0.64,0.185,0.673,0.584,0.253,0.045,0.329,26,18.182,model_10,dataset_A
1,predicted_COT_model_10_XGB,143,0.629,0.64,0.185,0.684,0.579,0.392,0.055,0.422,23,16.084,model_10,dataset_A
2,predicted_COT_model_10_FFNN,143,0.629,0.64,0.185,0.673,0.584,0.253,0.045,0.329,26,18.182,model_10,dataset_A
3,predicted_COT_model_10_XGB,143,0.629,0.64,0.185,0.684,0.579,0.392,0.055,0.422,23,16.084,model_10,dataset_A
