,model,total_samples,measured_toc_mean,measured_toc_median,measured_toc_std,predicted_toc_mean,predicted_toc_median,predicted_toc_std,mean_error,rmse,n_predicted_toc_above_1,perc_predicted_toc_above_1,Modelo,Poço
0,predicted_COT_model_10_FFNN,216,0.367,0.323,0.247,0.814,0.778,0.32,0.447,0.595,58,26.852,model_10,dataset_E
1,predicted_COT_model_10_XGB,216,0.367,0.323,0.247,0.844,0.767,0.391,0.477,0.666,55,25.463,model_10,dataset_E
2,predicted_COT_model_10_FFNN,216,0.367,0.323,0.247,0.814,0.778,0.32,0.447,0.595,58,26.852,model_10,dataset_E
3,predicted_COT_model_10_XGB,216,0.367,0.323,0.247,0.844,0.767,0.391,0.477,0.666,55,25.463,model_10,dataset_E
