,model,total_samples,measured_toc_mean,measured_toc_median,measured_toc_std,predicted_toc_mean,predicted_toc_median,predicted_toc_std,mean_error,rmse,n_predicted_toc_above_1,perc_predicted_toc_above_1,Modelo,Poço
0,predicted_COT_model_9_XGB,137,0.196,0.155,0.126,1.852,1.261,1.165,1.657,2.023,107,78.102,model_9,dataset_D
1,predicted_COT_model_9_FFNN,137,0.196,0.155,0.126,1.764,1.488,1.124,1.568,1.922,104,75.912,model_9,dataset_D
2,predicted_COT_model_9_XGB,137,0.196,0.155,0.126,1.852,1.261,1.165,1.657,2.023,107,78.102,model_9,dataset_D
3,predicted_COT_model_9_FFNN,137,0.196,0.155,0.126,1.764,1.488,1.124,1.568,1.922,104,75.912,model_9,dataset_D
