,model,total_samples,measured_toc_mean,measured_toc_median,measured_toc_std,predicted_toc_mean,predicted_toc_median,predicted_toc_std,mean_error,rmse,n_predicted_toc_above_1,perc_predicted_toc_above_1,Modelo,Poço
0,predicted_COT_model_6_XGB,143,0.629,0.64,0.185,0.821,0.743,0.298,0.193,0.407,34,23.776,model_6,dataset_A
1,predicted_COT_model_6_FFNN,143,0.629,0.64,0.185,0.815,0.712,0.256,0.186,0.373,31,21.678,model_6,dataset_A
2,predicted_COT_model_6_XGB,143,0.629,0.64,0.185,0.821,0.743,0.298,0.193,0.407,34,23.776,model_6,dataset_A
3,predicted_COT_model_6_FFNN,143,0.629,0.64,0.185,0.815,0.712,0.256,0.186,0.373,31,21.678,model_6,dataset_A
4,predicted_COT_model_6_XGB,143,0.629,0.64,0.185,0.821,0.743,0.298,0.193,0.407,34,23.776,model_6,dataset_A
5,predicted_COT_model_6_FFNN,143,0.629,0.64,0.185,0.815,0.712,0.256,0.186,0.373,31,21.678,model_6,dataset_A
