,model,total_samples,measured_toc_mean,measured_toc_median,measured_toc_std,predicted_toc_mean,predicted_toc_median,predicted_toc_std,mean_error,rmse,n_predicted_toc_above_1,perc_predicted_toc_above_1,Modelo,Poço
0,predicted_COT_model_5_FFNN,216,0.367,0.323,0.247,0.923,0.871,0.409,0.556,0.723,79,36.574,model_5,dataset_E
1,predicted_COT_model_5_XGB,216,0.367,0.323,0.247,0.973,0.909,0.513,0.606,0.828,78,36.111,model_5,dataset_E
2,predicted_COT_model_5_FFNN,216,0.367,0.323,0.247,0.923,0.871,0.409,0.556,0.723,79,36.574,model_5,dataset_E
3,predicted_COT_model_5_XGB,216,0.367,0.323,0.247,0.973,0.909,0.513,0.606,0.828,78,36.111,model_5,dataset_E
4,predicted_COT_model_5_FFNN,216,0.367,0.323,0.247,0.923,0.871,0.409,0.556,0.723,79,36.574,model_5,dataset_E
5,predicted_COT_model_5_XGB,216,0.367,0.323,0.247,0.973,0.909,0.513,0.606,0.828,78,36.111,model_5,dataset_E
