,model,total_samples,measured_toc_mean,measured_toc_median,measured_toc_std,predicted_toc_mean,predicted_toc_median,predicted_toc_std,mean_error,rmse,n_predicted_toc_above_1,perc_predicted_toc_above_1,Modelo,Poço
0,predicted_COT_model_5_FFNN,89,0.466,0.445,0.173,0.688,0.631,0.318,0.222,0.396,9,10.112,model_5,dataset_B
1,predicted_COT_model_5_XGB,89,0.466,0.445,0.173,0.622,0.532,0.417,0.156,0.436,14,15.73,model_5,dataset_B
2,predicted_COT_model_5_FFNN,89,0.466,0.445,0.173,0.688,0.631,0.318,0.222,0.396,9,10.112,model_5,dataset_B
3,predicted_COT_model_5_XGB,89,0.466,0.445,0.173,0.622,0.532,0.417,0.156,0.436,14,15.73,model_5,dataset_B
4,predicted_COT_model_5_FFNN,89,0.466,0.445,0.173,0.688,0.631,0.318,0.222,0.396,9,10.112,model_5,dataset_B
5,predicted_COT_model_5_XGB,89,0.466,0.445,0.173,0.622,0.532,0.417,0.156,0.436,14,15.73,model_5,dataset_B
