,model,total_samples,measured_toc_mean,measured_toc_median,measured_toc_std,predicted_toc_mean,predicted_toc_median,predicted_toc_std,mean_error,rmse,n_predicted_toc_above_1,perc_predicted_toc_above_1,Modelo,Poço
0,predicted_COT_model_3_FFNN,103,0.483,0.47,0.229,1.078,0.862,0.857,0.595,1.032,40,38.835,model_3,dataset_C
1,predicted_COT_model_3_XGB,103,0.483,0.47,0.229,1.084,0.916,0.881,0.601,1.056,35,33.981,model_3,dataset_C
2,predicted_COT_model_3_FFNN,103,0.483,0.47,0.229,1.078,0.862,0.857,0.595,1.032,40,38.835,model_3,dataset_C
3,predicted_COT_model_3_XGB,103,0.483,0.47,0.229,1.084,0.916,0.881,0.601,1.056,35,33.981,model_3,dataset_C
4,predicted_COT_model_3_FFNN,103,0.483,0.47,0.229,1.078,0.862,0.857,0.595,1.032,40,38.835,model_3,dataset_C
5,predicted_COT_model_3_XGB,103,0.483,0.47,0.229,1.084,0.916,0.881,0.601,1.056,35,33.981,model_3,dataset_C
