model,total_samples,measured_toc_mean,measured_toc_median,measured_toc_std,predicted_toc_mean,predicted_toc_median,predicted_toc_std,mean_error,rmse,n_predicted_toc_above_1,perc_predicted_toc_above_1
predicted_COT_model_4_FFNN,205,0.226,0.157,0.2,1.091,0.928,0.45,0.865,0.993,90,43.902
predicted_COT_model_4_XGB,205,0.226,0.157,0.2,0.975,0.956,0.196,0.749,0.8,83,40.488
predicted_COT_model_4_FFNN,205,0.226,0.157,0.2,1.091,0.928,0.45,0.865,0.993,90,43.902
predicted_COT_model_4_XGB,205,0.226,0.157,0.2,0.975,0.956,0.196,0.749,0.8,83,40.488
predicted_COT_model_4_FFNN,205,0.226,0.157,0.2,1.091,0.928,0.45,0.865,0.993,90,43.902
predicted_COT_model_4_XGB,205,0.226,0.157,0.2,0.975,0.956,0.196,0.749,0.8,83,40.488
