,Model,Dataset,R²,R²_log,RMSE,MAE,MALE,RMSLE,MAPE,N_points,Modelo,Poço
0,model_3_FFNN,dataset_A,-0.2984,-1.0817,0.971,0.6733,0.311,0.4217,67.6107,267,model_3,dataset_A
1,model_3_XGB,dataset_A,-0.2954,-0.3148,0.9699,0.7051,0.3044,0.3931,112.6082,267,model_3,dataset_A
