,Model,Dataset,R²,R²_log,RMSE,MAE,MALE,RMSLE,MAPE,N_points,Modelo,Poço
0,model_11_XGB,dataset_E,-0.8726,-0.4217,1.524,1.021,0.4714,0.5804,659.8466,273,model_11,dataset_E
1,model_11_FFNN,dataset_E,-1.3464,-0.6833,1.706,1.1477,0.5273,0.6598,838.6539,273,model_11,dataset_E
