,Model,Dataset,R²,R²_log,RMSE,MAE,MALE,RMSLE,MAPE,N_points,Modelo,Poço
0,model_11_XGB,dataset_B,0.2953,0.3663,2.7863,1.3668,0.3893,0.5762,92.0742,142,model_11,dataset_B
1,model_11_FFNN,dataset_B,-0.2071,0.1843,3.6468,1.7683,0.4858,0.6961,131.9263,142,model_11,dataset_B
