,Model,Dataset,R²,R²_log,RMSE,MAE,MALE,RMSLE,MAPE,N_points,Modelo,Poço
0,model_5_FFNN,dataset_B,-0.2722,-0.0011,2.1825,1.2188,0.4609,0.649,92.5378,258,model_5,dataset_B
1,model_5_XGB,dataset_B,-0.2671,-0.074,2.1781,1.2841,0.4934,0.6591,115.8875,258,model_5,dataset_B
