,Model,Dataset,R²,R²_log,RMSE,MAE,MALE,RMSLE,MAPE,N_points,Modelo,Poço
0,model_4_FFNN,dataset_D,-0.2024,0.1152,1.6718,1.0978,0.3864,0.5107,81.5529,47,model_4,dataset_D
1,model_4_XGB,dataset_D,-0.3542,0.0494,1.7742,1.2238,0.4361,0.5426,84.8646,47,model_4,dataset_D
