model,total_samples,measured_toc_mean,measured_toc_median,measured_toc_std,predicted_toc_mean,predicted_toc_median,predicted_toc_std,mean_error,rmse,n_predicted_toc_above_1,perc_predicted_toc_above_1
predicted_COT_model_6_XGB,74,0.316,0.246,0.232,0.868,0.871,0.205,0.553,0.64,19,25.676
predicted_COT_model_6_FFNN,74,0.316,0.246,0.232,0.947,0.922,0.166,0.631,0.683,21,28.378
predicted_COT_model_6_XGB,74,0.316,0.246,0.232,0.868,0.871,0.205,0.553,0.64,19,25.676
predicted_COT_model_6_FFNN,74,0.316,0.246,0.232,0.947,0.922,0.166,0.631,0.683,21,28.378
predicted_COT_model_6_XGB,74,0.316,0.246,0.232,0.868,0.871,0.205,0.553,0.64,19,25.676
predicted_COT_model_6_FFNN,74,0.316,0.246,0.232,0.947,0.922,0.166,0.631,0.683,21,28.378
