model,total_samples,measured_toc_mean,measured_toc_median,measured_toc_std,predicted_toc_mean,predicted_toc_median,predicted_toc_std,mean_error,rmse,n_predicted_toc_above_1,perc_predicted_toc_above_1
predicted_COT_model_10_FFNN,74,0.316,0.246,0.232,0.692,0.627,0.213,0.376,0.467,6,8.108
predicted_COT_model_10_XGB,74,0.316,0.246,0.232,0.659,0.616,0.295,0.343,0.481,4,5.405
predicted_COT_model_10_FFNN,74,0.316,0.246,0.232,0.692,0.627,0.213,0.376,0.467,6,8.108
predicted_COT_model_10_XGB,74,0.316,0.246,0.232,0.659,0.616,0.295,0.343,0.481,4,5.405
