model,total_samples,measured_toc_mean,measured_toc_median,measured_toc_std,predicted_toc_mean,predicted_toc_median,predicted_toc_std,mean_error,rmse,n_predicted_toc_above_1,perc_predicted_toc_above_1
predicted_COT_model_3_FFNN,61,0.33,0.28,0.219,1.015,0.906,0.685,0.685,0.943,25,40.984
predicted_COT_model_3_XGB,61,0.33,0.28,0.219,1.284,0.909,1.214,0.954,1.485,25,40.984
