model,total_samples,measured_toc_mean,measured_toc_median,measured_toc_std,predicted_toc_mean,predicted_toc_median,predicted_toc_std,mean_error,rmse,n_predicted_toc_above_1,perc_predicted_toc_above_1
predicted_COT_model_11_XGB,3,0.407,0.255,0.442,0.478,0.42,0.225,0.071,0.192,0,0.0
predicted_COT_model_11_FFNN,3,0.407,0.255,0.442,0.581,0.507,0.145,0.174,0.441,0,0.0
predicted_COT_model_11_XGB,3,0.407,0.255,0.442,0.478,0.42,0.225,0.071,0.192,0,0.0
predicted_COT_model_11_FFNN,3,0.407,0.255,0.442,0.581,0.507,0.145,0.174,0.441,0,0.0
