model,total_samples,measured_toc_mean,measured_toc_median,measured_toc_std,predicted_toc_mean,predicted_toc_median,predicted_toc_std,mean_error,rmse,n_predicted_toc_above_1,perc_predicted_toc_above_1
predicted_COT_model_5_FFNN,61,0.33,0.28,0.219,0.669,0.662,0.281,0.339,0.446,7,11.475
predicted_COT_model_5_XGB,61,0.33,0.28,0.219,0.722,0.706,0.433,0.392,0.58,13,21.311
