model,total_samples,measured_toc_mean,measured_toc_median,measured_toc_std,predicted_toc_mean,predicted_toc_median,predicted_toc_std,mean_error,rmse,n_predicted_toc_above_1,perc_predicted_toc_above_1
predicted_COT_model_1_FFNN,12,0.609,0.52,0.187,3.554,3.514,1.109,2.944,3.171,12,100.0
predicted_COT_model_1_XGB,12,0.609,0.52,0.187,1.941,1.542,1.055,1.332,1.617,12,100.0
