model,total_samples,measured_toc_mean,measured_toc_median,measured_toc_std,predicted_toc_mean,predicted_toc_median,predicted_toc_std,mean_error,rmse,n_predicted_toc_above_1,perc_predicted_toc_above_1
predicted_COT_model_9_XGB,61,0.33,0.28,0.219,1.315,1.187,0.487,0.985,1.119,51,83.607
predicted_COT_model_9_FFNN,61,0.33,0.28,0.219,1.278,1.119,0.88,0.949,1.302,35,57.377
