model,total_samples,measured_toc_mean,measured_toc_median,measured_toc_std,predicted_toc_mean,predicted_toc_median,predicted_toc_std,mean_error,rmse,n_predicted_toc_above_1,perc_predicted_toc_above_1
predicted_COT_model_4_FFNN,61,0.33,0.28,0.219,1.159,1.158,0.518,0.829,0.984,39,63.934
predicted_COT_model_4_XGB,61,0.33,0.28,0.219,0.968,1.015,0.196,0.638,0.691,35,57.377
