model,total_samples,measured_toc_mean,measured_toc_median,measured_toc_std,predicted_toc_mean,predicted_toc_median,predicted_toc_std,mean_error,rmse,n_predicted_toc_above_1,perc_predicted_toc_above_1
predicted_COT_model_2_XGB,17,0.617,0.58,0.279,1.037,0.469,1.676,0.421,1.624,3,17.647
predicted_COT_model_2_FFNN,17,0.617,0.58,0.279,1.213,0.78,1.795,0.597,1.773,2,11.765
predicted_COT_model_2_XGB,16,0.6,0.58,0.279,1.091,0.481,1.715,0.491,1.664,3,18.75
predicted_COT_model_2_FFNN,16,0.6,0.58,0.279,1.236,0.779,1.851,0.637,1.828,2,12.5
