model,total_samples,measured_toc_mean,measured_toc_median,measured_toc_std,predicted_toc_mean,predicted_toc_median,predicted_toc_std,mean_error,rmse,n_predicted_toc_above_1,perc_predicted_toc_above_1
predicted_COT_model_10_FFNN,61,0.33,0.28,0.219,0.75,0.729,0.298,0.42,0.521,14,22.951
predicted_COT_model_10_XGB,61,0.33,0.28,0.219,0.813,0.743,0.527,0.483,0.69,19,31.148
